,tweet,followers,labels,tokens
379,"  i can’t judge, i don’t remember the last time i dusted my room",67,0,"['can', 't', 'judge', 'don', 't', 'remember', 'last', 'time', 'dusted', 'room']"
380,I hate it here 😩😂 https://t.co/hVaWrLPDh0,217,1,"['hate', 'here', 'http', 'tcohvawrlpdh0']"
381, Sigh,13,0,['sigh']
382,Bibby,0,0,['bibby']
383,I just entered to win an FDE FN Scar 17S Rifle w/ Trijicon VCOG Scope &amp; Guard Dog Body Armor Package from… https://t.co/NkhvHxShbx,83,0,"['just', 'entered', 'to', 'win', 'fde', 'fn', 'scar', '17', 'rifle', 'w', 'trijicon', 'vcog', 'scope', 'amp', 'guard', 'dog', 'body', 'armor', 'package', 'from', 'http', 'tconkhvhxshbx']"
384,  In the Maxwell House coffee can,4234,1,"['in', 'maxwell', 'house', 'coffee', 'can']"
385,"  Crop production in particular district, under supervision of statical officer.",62,0,"['crop', 'production', 'in', 'particular', 'district', 'under', 'supervision', 'statical', 'officer']"
386,Aww nah they started playing the music videos on the TV,769,1,"['aww', 'nah', 'started', 'playing', 'music', 'video', 'on', 'tv']"
387, TIME?,653,1,['time']
388,likaa this https://t.co/wyJeLLYBtZ,24,0,"['likaa', 'http', 'tcowyjellybtz']"
389, sighs in insomia buddies,519,1,"['sigh', 'in', 'insomia', 'buddy']"
390, how fast he finna delete this one huh,120,1,"['how', 'fast', 'finna', 'delete', 'one', 'huh']"
391,my tl is everybody talking ab seeing porn but not actual porn on it,1510,1,"['tl', 'everybody', 'talking', 'ab', 'seeing', 'porn', 'not', 'actual', 'porn', 'on']"
392, but also rip,5,0,"['also', 'rip']"
393, I have to go outside &amp; take a dump...Grab me the Sears catalogue.,132,1,"['to', 'go', 'outside', 'amp', 'take', 'dump', 'grab', 'sears', 'catalogue']"
394,#NP Young Thug - Memo #Nonchalantradio,2425,1,"['np', 'young', 'thug', 'memo', 'nonchalantradio']"
395,height cutie😭,412,1,"['height', 'cutie']"
396,"Now apart from designing and printing and enclosure, this Electronic Load is competed and ready for use.

It has be… https://t.co/Q4wYxjDqaR",158,1,"['now', 'apart', 'from', 'designing', 'printing', 'enclosure', 'electronic', 'load', 'competed', 'ready', 'use', 'http', 'tcoq4wyxjdqar']"
397,"  Same old shit.  Conservatives haven't come up with anything new in 75 years. 

(E… https://t.co/yi7Leug0Qb",758,1,"['same', 'old', 'shit', 'conservative', 'nt', 'come', 'up', 'with', 'anything', 'new', 'in', '75', 'year', 'e', 'http', 'tcoyi7leug0qb']"
398, Bruh just take em off?😭,86,0,"['bruh', 'just', 'take', 'em', 'off']"
399,"  palta
I vote #BTSARMY for #BestFanArmy at #iHeartAwards 
",1675,1,"['palta', 'vote', 'btsarmy', 'bestfanarmy', 'iheartawards']"
400,While we're dying inside I've been holding back tears While you're throwing back beers I'm alone in bed You remind me every,4,0,"['re', 'dying', 'inside', 've', 'holding', 'back', 'tear', 're', 'throwing', 'back', 'beer', 'm', 'alone', 'in', 'bed', 'remind', 'every']"
401,"Does it ever drive you crazy
Just how fast the night changes? https://t.co/8Tlh5xuiCT",1672,1,"['ever', 'drive', 'crazy', 'just', 'how', 'fast', 'night', 'change', 'http', 'tco8tlh5xuict']"
402, morning,413,1,['morning']
403,"When you doing what you love , that other shit don’t matter",4146,1,"['when', 'love', 'other', 'shit', 'don', 't', 'matter']"
404, Get boric acid. It will eradicate all cockroaches. Trust me,409,1,"['get', 'boric', 'acid', 'will', 'eradicate', 'all', 'cockroach', 'trust']"
405, are you doing jackbox tonight still?,363,1,"['jackbox', 'tonight', 'still']"
406, Whoa!,1360,1,['whoa']
407,If there is someone who knows about hiring women (and children) it’s  https://t.co/6MiQ1NCYOU,18915,2,"['there', 'someone', 'know', 'about', 'hiring', 'woman', 'child', 's', 'http', 'tco6miq1ncyou']"
408,"   I do own a gun, and have it in my nightstand, in case of a home invasion. I had… https://t.co/Cgf30KY1fi",28,0,"['own', 'gun', 'in', 'nightstand', 'in', 'case', 'home', 'invasion', 'http', 'tcocgf30ky1fi']"
409, SUPERSTAR HHHHH T_______T,4257,1,"['superstar', 'hhhhh', 't_______t']"
410," iHeart For BLACKPINK 
I vote #HowYouLikeThat for #BestMusicVideo on #iHeartAwards ",0,0,"['iheart', 'blackpink', 'vote', 'howyoulikethat', 'bestmusicvideo', 'on', 'iheartawards']"
411,"The more I consider religious life the more I want to be out in the ""normal"" world. And yet I want to be so far awa… https://t.co/r6ZbXIrGy0",30,0,"['more', 'consider', 'religious', 'life', 'more', 'want', 'to', 'out', 'in', 'normal', 'world', 'yet', 'want', 'to', 'so', 'far', 'awa', 'http', 'tcor6zbxirgy0']"
412,"#13अप्रैल_नववर्ष
There is a law in our scriptures to flag or flag. Pennant fame, fame, victory, happiness at home i… https://t.co/uUV9lslDkG",2562,1,"['13अपरल_नववरष', 'there', 'law', 'in', 'scripture', 'to', 'flag', 'flag', 'pennant', 'fame', 'fame', 'victory', 'happiness', 'home', 'http', 'tcouuv9lsldkg']"
413, Many these days have no idea what misery and suffering is.,13675,2,"['many', 'day', 'no', 'idea', 'misery', 'suffering']"
414,kiss me more is a bop yall I take back what I said last night,65,0,"['kiss', 'more', 'bop', 'yall', 'take', 'back', 'said', 'last', 'night']"
415, Thanks 4 the pick,10,0,"['thanks', '4', 'pick']"
416,reigen mob psycho 100 is the only tumblr sexy man who deserves rights,1015,1,"['reigen', 'mob', 'psycho', '100', 'only', 'tumblr', 'sexy', 'man', 'deserves', 'right']"
417, oh? are you going to actually eat this time?,3,0,"['oh', 'going', 'to', 'actually', 'eat', 'time']"
418," Im a Gentleman, we're different 🤷🏻‍♂️",41,0,"['im', 'gentleman', 're', 'different']"
419,"Red Bluff is now at the Enterprise 3 yard line with 1:52 left. Timeout Hornets.

RB 28
EHS 21

#NORCALSCORES",1609,1,"['red', 'bluff', 'now', 'enterprise', '3', 'yard', 'line', 'with', '152', 'left', 'timeout', 'hornet', 'rb', '28', 'ehs', '21', 'norcalscores']"
420,"it's #Vincenzo dayyyy 😍😍😍 
https://t.co/YuKzOE6NMc",251,1,"['s', 'vincenzo', 'dayyyy', 'http', 'tcoyukzoe6nmc']"
421, thank you so much,786,1,"['thank', 'so', 'much']"
422, happens to the best of us xx,282,1,"['happens', 'to', 'best', 'u', 'xx']"
423, that would be a conversation I would like to listen to!,6458,1,"['would', 'conversation', 'would', 'like', 'to', 'listen', 'to']"
424, The way i needed to hear this omg,1766,1,"['way', 'needed', 'to', 'hear', 'omg']"
425,"oli london’s pronouns 
kor/ean",17,0,"['oli', 'london', 's', 'pronoun', 'korean']"
426, i believe in u,253,1,"['believe', 'in', 'u']"
427," https://t.co/jF3WpjM7wM
Take all mau ga nder",597,1,"['http', 'tcojf3wpjm7wm', 'take', 'all', 'mau', 'ga', 'nder']"
428,         … https://t.co/EO1NoWVFg6,483,1,"['http', 'tcoeo1nowvfg6']"
429, I vote #BTSARMY for #BestFanArmy at the 2021 #iHeartAwards ,5,0,"['vote', 'btsarmy', 'bestfanarmy', '2021', 'iheartawards']"
430, I am very drunk I am also spiral catting,9595,1,"['very', 'drunk', 'also', 'spiral', 'catting']"
431, Nah you the goat 🖤 https://t.co/qMo1N4tAYf,43,0,"['nah', 'goat', 'http', 'tcoqmo1n4tayf']"
432, no stream today then?,499,1,"['no', 'stream', 'today', 'then']"
433,"I vote for  Dynamite by Son Sung Deuk for #FaveChoreography at #iHeartAwards.
#FaveChoreography… https://t.co/yhjNAedx5x",1,0,"['vote', 'dynamite', 'son', 'sung', 'deuk', 'favechoreography', 'iheartawards', 'favechoreography', 'http', 'tcoyhjnaedx5x']"
434,I mean I played Meta Knight in Brawl but everyone did lmao and I was like 11,161,1,"['mean', 'played', 'meta', 'knight', 'in', 'brawl', 'everyone', 'lmao', 'like', '11']"
435,Gained 6 followers and lost 2 (stats by https://t.co/PuociYQKHM),3963,1,"['gained', '6', 'follower', 'lost', '2', 'stats', 'http', 'tcopuociyqkhm']"
436,"How do you treat him/her, thats how he/she treats you back.",533,1,"['how', 'treat', 'himher', 'thats', 'how', 'heshe', 'treat', 'back']"
437, Liy is right.,198,1,"['liy', 'right']"
438,    It’s a tweet with half-baked thoughts that can be damaging without critical thi… https://t.co/EHMg1xx6LZ,19,0,"['s', 'tweet', 'with', 'halfbaked', 'thought', 'can', 'damaging', 'without', 'critical', 'thi', 'http', 'tcoehmg1xx6lz']"
439, TYLER,2267,1,['tyler']
440, IVE BEEN SAD OVER HIM FOR 48 HOURS 😭✌,92,0,"['ive', 'sad', 'over', '48', 'hour']"
441,Jesus. https://t.co/lHRTfbwxTQ,3778,1,"['jesus', 'http', 'tcolhrtfbwxtq']"
442," This is not how 911 operators work, if they are thrown in a situation they don’t know, the key is not t… https://t.co/5jn9jGq1hr",9,0,"['not', 'how', '911', 'operator', 'work', 'thrown', 'in', 'situation', 'don', 't', 'know', 'key', 'not', 't', 'http', 'tco5jn9jgq1hr']"
443,ML1 IS COMING jfirc,90,0,"['ml1', 'coming', 'jfirc']"
444,"we, jeongin stans, are well fed with jeongin's selcas",343,1,"['jeongin', 'stans', 'well', 'fed', 'with', 'jeongin', 's', 'selcas']"
445, f500+ t3k 20k yuk,79,0,"['f500', 't3k', '20k', 'yuk']"
446, not tomorrow-,27,0,"['not', 'tomorrow']"
447, real Gs take their Ls in silence,521,1,"['real', 'g', 'take', 'l', 'in', 'silence']"
448,    Hey there ! Hope you’re doing well! Could you pl… https://t.co/GgscZh12A7,813,1,"['hey', 'there', 'hope', 're', 'well', 'could', 'pl', 'http', 'tcoggsczh12a7']"
449,I wanna sell what you’re buying,446,1,"['wan', 'na', 'sell', 're', 'buying']"
450, The fight in the tunnel during the 2011 NCAA tournament was the best,513,1,"['fight', 'in', 'tunnel', 'during', '2011', 'ncaa', 'tournament', 'best']"
451,"The more that you say
The less I know",761,1,"['more', 'say', 'le', 'know']"
452,  MC1R MASTER RACE,1341,1,"['mc1r', 'master', 'race']"
453,So rockets and Astros losing tonight,86,0,"['so', 'rocket', 'astros', 'losing', 'tonight']"
454," “back up, baby, back up. did you forget everything?”

forever and always pv",4434,1,"['back', 'up', 'baby', 'back', 'up', 'forget', 'everything', 'forever', 'always', 'pv']"
455,RIP DMX 💔🙏🏽,1414,1,"['rip', 'dmx']"
456, Should have kept the original instead of this garbage 🤮🙅‍♂️,87,0,"['should', 'kept', 'original', 'instead', 'garbage']"
457,her freckles look wonderful omg https://t.co/3pq5FWStq3,59,0,"['freckle', 'look', 'wonderful', 'omg', 'http', 'tco3pq5fwstq3']"
458, OKAYY HOLD ON ILL MAKE A HEADER,64,0,"['okayy', 'hold', 'on', 'ill', 'make', 'header']"
459, gotchu!!! 😭,230,1,['gotchu']
460,I want a gf seriously but a girly one I don’t be liking niggas fr 😂,43,0,"['want', 'gf', 'seriously', 'girly', 'one', 'don', 't', 'liking', 'nigga', 'fr']"
461," He has a confederate flag on his cooler!  Damn that racist!  Oh, what...",32,0,"['confederate', 'flag', 'on', 'cooler', 'damn', 'racist', 'oh']"
462, I vote #Louies for #BestFanArmy at the #iHeartAwards,23,0,"['vote', 'louies', 'bestfanarmy', 'iheartawards']"
463,You said Super Mario and made the voice too https://t.co/4ZSSOYnPoh,296,1,"['said', 'super', 'mario', 'made', 'voice', 'too', 'http', 'tco4zssoynpoh']"
464, WHATTTT LETS GOOOOO,834,1,"['whatttt', 'let', 'gooooo']"
465,I love a nice body scrum,590,1,"['love', 'nice', 'body', 'scrum']"
466,"And they really don't want me to run my soft agenda, do they?
#mmaxmax #natasitt #maxnat #ทีมอิรัชชัยมาเส่ะ https://t.co/1mgdl3J56b",13,0,"['really', 'nt', 'want', 'to', 'run', 'soft', 'agenda', 'mmaxmax', 'natasitt', 'maxnat', 'ทมอรชชยมาเสะ', 'http', 'tco1mgdl3j56b']"
467, Gl bestie!  U can do it! 💛,415,1,"['gl', 'bestie', 'u', 'can']"
468,  UPVOTE,136,1,['upvote']
469,"Attendees will be receiving a program tonight with discount codes for each of these businesses.
#USCOWNIT2021 https://t.co/UvivNlnrGD",88,0,"['attendee', 'will', 'receiving', 'program', 'tonight', 'with', 'discount', 'code', 'each', 'business', 'uscownit2021', 'http', 'tcouvivnlnrgd']"
470,"My Twitter Family:
Parents:  
Spouse: 
Children:  … https://t.co/yPHniw3dza",296,1,"['twitter', 'family', 'parent', 'spouse', 'child', 'http', 'tcoyphniw3dza']"
471, This dude https://t.co/22GJWHRE9a,642,1,"['dude', 'http', 'tco22gjwhre9a']"
472,daily mood board &lt;3 https://t.co/P4hrSR8Xki,1006,1,"['daily', 'mood', 'board', 'lt', '3', 'http', 'tcop4hrsr8xki']"
473,"As a woman I'd actually have to add a zero, it'd be 100k 

People are very passionate about cable management and ma… https://t.co/FuITH2BPsy",286,1,"['woman', 'd', 'actually', 'to', 'add', 'zero', 'd', '100k', 'people', 'very', 'passionate', 'about', 'cable', 'management', 'ma', 'http', 'tcofuith2bpsy']"
474,Anonymous but she know who I am 😜,170,1,"['anonymous', 'know']"
475,   what’s her @ 👀 https://t.co/whHAnHdHdy,253,1,"['s', 'http', 'tcowhhanhdhdy']"
476,"Vote BJP for a better future.
Vote For DEVELOPMENT
Vote BJP for a prosperous Bengal.
Vote For BJP.… https://t.co/IN4DiW6b1V",3682,1,"['vote', 'bjp', 'better', 'future', 'vote', 'development', 'vote', 'bjp', 'prosperous', 'bengal', 'vote', 'bjp', 'http', 'tcoin4diw6b1v']"
477,"I really sat here and took my whole toe nail off... no numbing medication, no pain killers. I might be a psycho. It… https://t.co/VLac8TrCP6",1177,1,"['really', 'sat', 'here', 'took', 'whole', 'toe', 'nail', 'off', 'no', 'numbing', 'medication', 'no', 'pain', 'killer', 'might', 'psycho', 'http', 'tcovlac8trcp6']"
478,"White supremacists plan nationwide rallies on April 11 https://t.co/nuA87OagaB 

It's time to register and regulate… https://t.co/7W4X1AB97S",4,0,"['white', 'supremacist', 'plan', 'nationwide', 'rally', 'on', 'april', '11', 'http', 'tconua87oagab', 's', 'time', 'to', 'register', 'regulate', 'http', 'tco7w4x1ab97s']"
479, 🤤😍lawd have mercy,8,0,"['lawd', 'mercy']"
480, WHYY AM I SEEING THIS NOOWWWW,1716,1,"['whyy', 'seeing', 'noowwww']"
481, LETS GOOOO,493,1,"['let', 'goooo']"
482, I’m staking Polkadot and Kusama.  Nice returns.,19,0,"['m', 'staking', 'polkadot', 'kusama', 'nice', 'return']"
483, Yepp...,314,1,['yepp']
484,Me: I should work out the fine points of the boss encounter of the chapter my players have been playing for 2 month… https://t.co/lFcOunpPjN,148,1,"['should', 'work', 'out', 'fine', 'point', 'bos', 'encounter', 'chapter', 'player', 'playing', '2', 'month', 'http', 'tcolfcounppjn']"
485, this is so cool,120,1,"['so', 'cool']"
486,"The best way to torture people is with your happiness.

KIERVI FOREVER AND ALWAYS 

#KierVi 
 ",649,1,"['best', 'way', 'to', 'torture', 'people', 'with', 'happiness', 'kiervi', 'forever', 'always', 'kiervi']"
487,I can’t help but rock out to this song,43,0,"['can', 't', 'help', 'rock', 'out', 'to', 'song']"
488,writing the epilogue for bbadv. my heart hurt,194,1,"['writing', 'epilogue', 'bbadv', 'heart', 'hurt']"
489," We need the #txlege to ban vaccine passports not only for gov't but for private businesses. Usually,… https://t.co/d93ycDEqIP",382,1,"['need', 'txlege', 'to', 'ban', 'vaccine', 'passport', 'not', 'only', 'govt', 'private', 'business', 'usually', 'http', 'tcod93ycdeqip']"
490,The tank &gt; https://t.co/cfBkoMpIYf,4353,1,"['tank', 'gt', 'http', 'tcocfbkompiyf']"
491,"I vote #Dynamite for #BestMusicVideo at the #iHeartAwards   .
(#BTSArmy #BestFanArmy #iHeartAwards )",133,1,"['vote', 'dynamite', 'bestmusicvideo', 'iheartawards', 'btsarmy', 'bestfanarmy', 'iheartawards']"
492,hey lol ,561,1,"['hey', 'lol']"
493, i’m eating wing Today ha suck on That,510,1,"['m', 'eating', 'wing', 'today', 'ha', 'suck', 'on']"
494,"WTS WTT Follow Album

*choose which ver u want
*choose any member booklet
*choose any 2 free gift (bottom right pic… https://t.co/zkKmzYm5MD",282,1,"['wts', 'wtt', 'follow', 'album', 'choose', 'ver', 'u', 'want', 'choose', 'any', 'member', 'booklet', 'choose', 'any', '2', 'free', 'gift', 'bottom', 'right', 'pic', 'http', 'tcozkkmzym5md']"
495,Good things come to those who work their asses off and never give up.,8,0,"['good', 'thing', 'come', 'to', 'work', 'ass', 'off', 'never', 'give', 'up']"
496,   U are pretty too 😍,327,1,"['u', 'pretty', 'too']"
497,  Good teams gain fans. They literally jump on the team band's wagon as it rolls past to s… https://t.co/6zitcu6x0j,71,0,"['good', 'team', 'gain', 'fan', 'literally', 'jump', 'on', 'team', 'band', 's', 'wagon', 'roll', 'past', 'to', 's', 'http', 'tco6zitcu6x0j']"
498, Ironic,95,0,['ironic']
499,i am going 2 start legion https://t.co/HJPj7hWpFX,1095,1,"['going', '2', 'start', 'legion', 'http', 'tcohjpj7hwpfx']"
500," IZONE

#MakeItWithIZONE
",230,1,"['izone', 'makeitwithizone']"
501,I hope myself still alive until winter 2022 to watch pt 2 of aot season 4 😭✊,5,0,"['hope', 'still', 'alive', 'winter', '2022', 'to', 'watch', 'pt', '2', 'aot', 'season', '4']"
502, yes trade the mf!!! lol,27,0,"['yes', 'trade', 'mf', 'lol']"
503,this: https://t.co/wjx1YsGAth,257,1,"['http', 'tcowjx1ysgath']"
504,"Uh, fuck nigga, I don't wanna hear it (Nah)
Ain't talkin' the bag, I cover my ears",20253,2,"['uh', 'fuck', 'nigga', 'nt', 'wan', 'na', 'hear', 'nah', 'ai', 'nt', 'talkin', 'bag', 'cover', 'ear']"
505,Literally its like mere sapno ke ladke in the form of samthaan in pictures 😭 https://t.co/7mdmZfroqP,614,1,"['literally', 'like', 'mere', 'sapno', 'ke', 'ladke', 'in', 'form', 'samthaan', 'in', 'picture', 'http', 'tco7mdmzfroqp']"
506,examination next week plus I still need to pass 4 recorded rd videos :),213,1,"['examination', 'next', 'week', 'plus', 'still', 'need', 'to', 'pas', '4', 'recorded', 'rd', 'video']"
507,        … https://t.co/tVls0830Sg,5264,1,"['http', 'tcotvls0830sg']"
508, i hate it here as well. WHY IS THIS HAPPENING EVERY TWO DAYS WHY.,344,1,"['hate', 'here', 'well', 'why', 'happening', 'every', 'two', 'day', 'why']"
509,  do you have a time set? :],6,0,"['time', 'set']"
510,   What did you get afraid that a book can’t explain all? Exponential propulsio… https://t.co/1NWqaxBFQ3,7,0,"['get', 'afraid', 'book', 'can', 't', 'explain', 'all', 'exponential', 'propulsio', 'http', 'tco1nwqaxbfq3']"
511,  There is something known as adult diapers !!!,51,0,"['there', 'something', 'known', 'adult', 'diaper']"
512,fucking dickhead https://t.co/ziZLU1GerZ,55,0,"['fucking', 'dickhead', 'http', 'tcozizlu1gerz']"
513,follow me besties im funny 😗,389,1,"['follow', 'besties', 'im', 'funny']"
514,Booted up my 3ds for the first time in ages and holy crap it felt ancient.  But I’ve also misplaced my copy of the… https://t.co/pldbpf36wX,4,0,"['booted', 'up', '3d', 'first', 'time', 'in', 'age', 'holy', 'crap', 'felt', 'ancient', 've', 'also', 'misplaced', 'copy', 'http', 'tcopldbpf36wx']"
515,don't mind me just having an absolute meltdown over this 😭 can he just cover Helena PLEASE https://t.co/yuscDo2y3r https://t.co/X2fyeLSse4,235,1,"['nt', 'mind', 'just', 'absolute', 'meltdown', 'over', 'can', 'just', 'cover', 'helena', 'please', 'http', 'tcoyuscdo2y3r', 'http', 'tcox2fyelsse4']"
516, I actually loved her response to this. Couldn’t have handled it better IMO,880,1,"['actually', 'loved', 'response', 'to', 'couldn', 't', 'handled', 'better', 'imo']"
517, when the pain is agonizing!😳 https://t.co/GBSEFnOmpU,153,1,"['when', 'pain', 'agonizing', 'http', 'tcogbsefnompu']"
518,  im not horny enough to cross that line,2900,1,"['im', 'not', 'horny', 'enough', 'to', 'cross', 'line']"
519," wait, i just realized that you look strangely like me.",8,0,"['wait', 'just', 'realized', 'look', 'strangely', 'like']"
520,Omg this post is everything 😭 https://t.co/JuAoiNQsis,46,0,"['omg', 'post', 'everything', 'http', 'tcojuaoinqsis']"
521,        … https://t.co/zykkuJZRpO,2056,1,"['http', 'tcozykkujzrpo']"
522,"#BNB has 74Bn MarketCap now 🤯
Few days back it had just crossed the 4 Billion mark 🙌",850,1,"['bnb', '74bn', 'marketcap', 'now', 'few', 'day', 'back', 'just', 'crossed', '4', 'billion', 'mark']"
523,     I will.. I’m always looking for truth a… https://t.co/PoNn0bknbj,123,1,"['will', 'm', 'always', 'looking', 'truth', 'http', 'tcoponn0bknbj']"
524,🗣🗣 he showed out tonight Trae too https://t.co/wmJnfCHAVn,381,1,"['showed', 'out', 'tonight', 'trae', 'too', 'http', 'tcowmjnfchavn']"
525, What’s up with calling some Yankee by Albert Pujols’ nickname? Kind of unfair to compare with “the machine” eh?,665,1,"['s', 'up', 'with', 'calling', 'some', 'yankee', 'albert', 'pujols', 'nickname', 'kind', 'unfair', 'to', 'compare', 'with', 'machine', 'eh']"
526, Quitter.,156,1,['quitter']
527,"  THE LOST CITY OF ATLANTIS 

UNVEILERS ETERNAL7Y",248,1,"['lost', 'city', 'atlantis', 'unveilers', 'eternal7y']"
528, i’m mexicannn follow me?? my cashtag is $itzelsmoth idk give me money for dresses for the summer,1159,1,"['m', 'mexicannn', 'follow', 'cashtag', 'itzelsmoth', 'idk', 'give', 'money', 'dress', 'summer']"
529, maybe im just tired to learn photoshop and use ms paint bc it's easy 😆 edits there are disastrous kdhshfhd not recommended 😆🖐️,415,1,"['maybe', 'im', 'just', 'tired', 'to', 'learn', 'photoshop', 'use', 'm', 'paint', 'bc', 's', 'easy', 'edits', 'there', 'disastrous', 'kdhshfhd', 'not', 'recommended']"
530,scratches head https://t.co/TX1YSBw4Bs,2393,1,"['scratch', 'head', 'http', 'tcotx1ysbw4bs']"
531,"The Tribune India: Public roads can’t be blocked in protest: Supreme Court.
https://t.co/7uIoVrnsD2

via ",1285,1,"['tribune', 'india', 'public', 'road', 'can', 't', 'blocked', 'in', 'protest', 'supreme', 'court', 'http', 'tco7uiovrnsd2', 'via']"
532,"🙏 I know I can, with God's grace, I can grow and develop into the BEST version of myself 🥰💯 
Happy weekend everybod… https://t.co/xGYBB48pAF",6,0,"['know', 'can', 'with', 'god', 's', 'grace', 'can', 'grow', 'develop', 'into', 'best', 'version', 'happy', 'weekend', 'everybod', 'http', 'tcoxgybb48paf']"
533, AYUN THANK YOU 😭😭,965,1,"['ayun', 'thank']"
534,facts https://t.co/wP3OWZ6nwA,589,1,"['fact', 'http', 'tcowp3owz6nwa']"
535,never . https://t.co/h3XxXKpjkP,135,1,"['never', 'http', 'tcoh3xxxkpjkp']"
536,"SUSHANT LIVES FOREVER ♥️
You should set goals beyond your reach so you always have something to live for.",673,1,"['sushant', 'life', 'forever', 'should', 'set', 'goal', 'beyond', 'reach', 'so', 'always', 'something', 'to', 'live']"
537,But my fellow Twitter users its 4am again and theres noises and eyes flashing infront if my eyes. 😔,33,0,"['fellow', 'twitter', 'user', '4am', 'again', 'there', 'noise', 'eye', 'flashing', 'infront', 'eye']"
538,"   Twinjad.

Imagine gif of strangle running and then whomping on treadmill.",1020,1,"['twinjad', 'imagine', 'gif', 'strangle', 'running', 'then', 'whomping', 'on', 'treadmill']"
539, oh no,1,0,"['oh', 'no']"
540," That’s legit 70 years in cryptos

It can also go down 50 % in 7 years  plus all the retarded damages and… https://t.co/4KJh7cgJqx",125,1,"['s', 'legit', '70', 'year', 'in', 'cryptos', 'can', 'also', 'go', 'down', '50', 'in', '7', 'year', 'plus', 'all', 'retarded', 'damage', 'http', 'tco4kjh7cgjqx']"
541,"7/x “...in Palestinian areas, while protesters",12,0,"['7x', 'in', 'palestinian', 'area', 'protester']"
542,Feels good to be back in the arena 🙌🏾 ,174,1,"['feel', 'good', 'to', 'back', 'in', 'arena']"
543,  Supreme Court,34,0,"['supreme', 'court']"
544,mommy milkers — YAS  https://t.co/6WoMMTGFoG,4118,1,"['mommy', 'milker', 'yas', 'http', 'tco6wommtgfog']"
545,"anim

iHeart For BLACKPINK 
I vote #HowYouLikeThat for #BestMusicVideo on #iHeartAwards 
",112,1,"['anim', 'iheart', 'blackpink', 'vote', 'howyoulikethat', 'bestmusicvideo', 'on', 'iheartawards']"
546,I don’t like tweeting this shit but honestly I feel respected here more than anywhere else,92,0,"['don', 't', 'like', 'tweeting', 'shit', 'honestly', 'feel', 'respected', 'here', 'more', 'than', 'anywhere', 'else']"
547, I love it,229,1,['love']
548,jaebeom at the gym... idk what to think so i’m just gonna scream AHAGSGSHQKWOKL,537,1,"['jaebeom', 'gym', 'idk', 'to', 'think', 'so', 'm', 'just', 'gon', 'na', 'scream', 'ahagsgshqkwokl']"
549,"  do what you did to Brook Lopez, This is embarrassing Robin Lopez got 16",70,0,"['to', 'brook', 'lopez', 'embarrassing', 'robin', 'lopez', 'got', '16']"
550, Wdym I would die to get this kind of food,2009,1,"['wdym', 'would', 'die', 'to', 'get', 'kind', 'food']"
551, thank youu !! &lt;33,192,1,"['thank', 'youu', 'lt', '33']"
552,Denali deserved top four🥺,251,1,"['denali', 'deserved', 'top', 'four']"
553,i see some Scorpios really press when i said i'll win the fight. they press i win,411,1,"['see', 'some', 'scorpio', 'really', 'press', 'when', 'said', 'll', 'win', 'fight', 'press', 'win']"
554,    national holiday,470,1,"['national', 'holiday']"
555, very cute!!!!,3934,1,"['very', 'cute']"
556, cant waiat,37,0,"['cant', 'waiat']"
557,Take me back to 2019 now!,209,1,"['take', 'back', 'to', '2019', 'now']"
558, ayo what about that jackbox stream 🤨,89,0,"['ayo', 'about', 'jackbox', 'stream']"
559,"""The kulaks had it coming"" https://t.co/ApyPu4Bqr1",95,0,"['kulaks', 'coming', 'http', 'tcoapypu4bqr1']"
560, I MISSED YOU,513,1,['missed']
561,Jschlatt fanart probably tommorrow and also maybe tommy,42,0,"['jschlatt', 'fanart', 'probably', 'tommorrow', 'also', 'maybe', 'tommy']"
562, Ayyye keep it up king https://t.co/pHbd8oRMtA,496,1,"['ayyye', 'keep', 'up', 'king', 'http', 'tcophbd8ormta']"
563,i will smack an hl promo acct https://t.co/kWIYGVeoer,1461,1,"['will', 'smack', 'hl', 'promo', 'acct', 'http', 'tcokwiygveoer']"
564,  Good morning 💙,1606,1,"['good', 'morning']"
565, i’m gonna cry https://t.co/qcXi8Ff6XG,327,1,"['m', 'gon', 'na', 'cry', 'http', 'tcoqcxi8ff6xg']"
566,I’m doing more then no other 18 year old can do I changed,254,1,"['m', 'more', 'then', 'no', 'other', '18', 'year', 'old', 'can', 'changed']"
567,who wears size 5 in Kan Kans? I just found a huge deal but I’m too gordita for them. They’re $18 and free shipping… https://t.co/rzcy4wPgNh,290,1,"['wear', 'size', '5', 'in', 'kan', 'kans', 'just', 'found', 'huge', 'deal', 'm', 'too', 'gordita', 're', '18', 'free', 'shipping', 'http', 'tcorzcy4wpgnh']"
568,if i look at this for too long i’ll start crying https://t.co/3gXICcYidm,2776,1,"['look', 'too', 'long', 'll', 'start', 'cry', 'http', 'tco3gxiccyidm']"
569, Wow okay!!! 🔥🔥🔥,278,1,"['wow', 'okay']"
570, That’s wild. Lmaoo,1024,1,"['s', 'wild', 'lmaoo']"
571,"It's you that led me out of the loneliness when I was lost in my mind.
 #10Mเมนชั่นของคุณบิ๊กกลัฟ",63,0,"['s', 'led', 'out', 'loneliness', 'when', 'lost', 'in', 'mind', '10mเมนชนของคณบกกลฟ']"
